truck_id,truck_licence_number,truck_details
9501,8034,Dignissimos ea praesentium et nulla architecto.
19501,80341,Dignissimos ea praesentium et nulla architecto.1
29501,80342,Dignissimos ea praesentium et nulla architecto.2
39501,80343,Dignissimos ea praesentium et nulla architecto.3
49501,80344,Dignissimos ea praesentium et nulla architecto.4
9502,3720,Reprehenderit quia aut deserunt esse id nobis illo.
19502,37201,Reprehenderit quia aut deserunt esse id nobis illo.1
29502,37202,Reprehenderit quia aut deserunt esse id nobis illo.2
39502,37203,Reprehenderit quia aut deserunt esse id nobis illo.3
49502,37204,Reprehenderit quia aut deserunt esse id nobis illo.4
9503,29178,Ut sit consequatur debitis iure molestias repellat quia.
19503,291781,Ut sit consequatur debitis iure molestias repellat quia.1
29503,291782,Ut sit consequatur debitis iure molestias repellat quia.2
39503,291783,Ut sit consequatur debitis iure molestias repellat quia.3
49503,291784,Ut sit consequatur debitis iure molestias repellat quia.4
9504,26630,Qui fuga tenetur aut sunt id voluptatem.
19504,266301,Qui fuga tenetur aut sunt id voluptatem.1
29504,266302,Qui fuga tenetur aut sunt id voluptatem.2
39504,266303,Qui fuga tenetur aut sunt id voluptatem.3
49504,266304,Qui fuga tenetur aut sunt id voluptatem.4
9505,2406,Modi occaecati est est.
19505,24061,Modi occaecati est est.1
29505,24062,Modi occaecati est est.2
39505,24063,Modi occaecati est est.3
49505,24064,Modi occaecati est est.4
9506,508,Eum quae ut aspernatur sint illo atque.
19506,5081,Eum quae ut aspernatur sint illo atque.1
29506,5082,Eum quae ut aspernatur sint illo atque.2
39506,5083,Eum quae ut aspernatur sint illo atque.3
49506,5084,Eum quae ut aspernatur sint illo atque.4
9507,18747,Delectus consectetur fuga et ea necessitatibus.
19507,187471,Delectus consectetur fuga et ea necessitatibus.1
29507,187472,Delectus consectetur fuga et ea necessitatibus.2
39507,187473,Delectus consectetur fuga et ea necessitatibus.3
49507,187474,Delectus consectetur fuga et ea necessitatibus.4
9508,2492,A et earum nobis id explicabo exercitationem.
19508,24921,A et earum nobis id explicabo exercitationem.1
29508,24922,A et earum nobis id explicabo exercitationem.2
39508,24923,A et earum nobis id explicabo exercitationem.3
49508,24924,A et earum nobis id explicabo exercitationem.4
9509,4633,Sed vel suscipit et unde.
19509,46331,Sed vel suscipit et unde.1
29509,46332,Sed vel suscipit et unde.2
39509,46333,Sed vel suscipit et unde.3
49509,46334,Sed vel suscipit et unde.4
9510,6798,Dolor aut expedita sequi.
19510,67981,Dolor aut expedita sequi.1
29510,67982,Dolor aut expedita sequi.2
39510,67983,Dolor aut expedita sequi.3
49510,67984,Dolor aut expedita sequi.4
9511,15677,Odit delectus totam eligendi consequuntur.
19511,156771,Odit delectus totam eligendi consequuntur.1
29511,156772,Odit delectus totam eligendi consequuntur.2
39511,156773,Odit delectus totam eligendi consequuntur.3
49511,156774,Odit delectus totam eligendi consequuntur.4
9512,20518,Doloribus asperiores consequuntur dicta delectus sapiente aliquid.
19512,205181,Doloribus asperiores consequuntur dicta delectus sapiente aliquid.1
29512,205182,Doloribus asperiores consequuntur dicta delectus sapiente aliquid.2
39512,205183,Doloribus asperiores consequuntur dicta delectus sapiente aliquid.3
49512,205184,Doloribus asperiores consequuntur dicta delectus sapiente aliquid.4
9513,4302,Et perferendis ipsa at est deserunt.
19513,43021,Et perferendis ipsa at est deserunt.1
29513,43022,Et perferendis ipsa at est deserunt.2
39513,43023,Et perferendis ipsa at est deserunt.3
49513,43024,Et perferendis ipsa at est deserunt.4
9514,15554,Sunt et ut impedit qui.
19514,155541,Sunt et ut impedit qui.1
29514,155542,Sunt et ut impedit qui.2
39514,155543,Sunt et ut impedit qui.3
49514,155544,Sunt et ut impedit qui.4
9515,12050,Odio est ipsam nihil quo laudantium facere perspiciatis.
19515,120501,Odio est ipsam nihil quo laudantium facere perspiciatis.1
29515,120502,Odio est ipsam nihil quo laudantium facere perspiciatis.2
39515,120503,Odio est ipsam nihil quo laudantium facere perspiciatis.3
49515,120504,Odio est ipsam nihil quo laudantium facere perspiciatis.4
9516,5382,Quibusdam et sed voluptatem sunt.
19516,53821,Quibusdam et sed voluptatem sunt.1
29516,53822,Quibusdam et sed voluptatem sunt.2
39516,53823,Quibusdam et sed voluptatem sunt.3
49516,53824,Quibusdam et sed voluptatem sunt.4
9517,8920,Aut excepturi aut sit sed.
19517,89201,Aut excepturi aut sit sed.1
29517,89202,Aut excepturi aut sit sed.2
39517,89203,Aut excepturi aut sit sed.3
49517,89204,Aut excepturi aut sit sed.4
9518,20067,Molestiae nihil ipsam assumenda repellendus exercitationem dicta.
19518,200671,Molestiae nihil ipsam assumenda repellendus exercitationem dicta.1
29518,200672,Molestiae nihil ipsam assumenda repellendus exercitationem dicta.2
39518,200673,Molestiae nihil ipsam assumenda repellendus exercitationem dicta.3
49518,200674,Molestiae nihil ipsam assumenda repellendus exercitationem dicta.4
9519,23390,Consequatur ipsum corrupti aut perferendis labore et qui.
19519,233901,Consequatur ipsum corrupti aut perferendis labore et qui.1
29519,233902,Consequatur ipsum corrupti aut perferendis labore et qui.2
39519,233903,Consequatur ipsum corrupti aut perferendis labore et qui.3
49519,233904,Consequatur ipsum corrupti aut perferendis labore et qui.4
9520,13878,Id sint voluptatem sint mollitia eum.
19520,138781,Id sint voluptatem sint mollitia eum.1
29520,138782,Id sint voluptatem sint mollitia eum.2
39520,138783,Id sint voluptatem sint mollitia eum.3
49520,138784,Id sint voluptatem sint mollitia eum.4
9521,640,Id magni non dolorem ut.
19521,6401,Id magni non dolorem ut.1
29521,6402,Id magni non dolorem ut.2
39521,6403,Id magni non dolorem ut.3
49521,6404,Id magni non dolorem ut.4
9522,18866,Ducimus ad nemo dolore aut.
19522,188661,Ducimus ad nemo dolore aut.1
29522,188662,Ducimus ad nemo dolore aut.2
39522,188663,Ducimus ad nemo dolore aut.3
49522,188664,Ducimus ad nemo dolore aut.4
9523,8078,Assumenda minus voluptatem et quod ea est.
19523,80781,Assumenda minus voluptatem et quod ea est.1
29523,80782,Assumenda minus voluptatem et quod ea est.2
39523,80783,Assumenda minus voluptatem et quod ea est.3
49523,80784,Assumenda minus voluptatem et quod ea est.4
9524,22352,Velit et ipsa molestiae numquam ut.
19524,223521,Velit et ipsa molestiae numquam ut.1
29524,223522,Velit et ipsa molestiae numquam ut.2
39524,223523,Velit et ipsa molestiae numquam ut.3
49524,223524,Velit et ipsa molestiae numquam ut.4
9525,2043,Quae doloribus dicta natus assumenda dicta minima.
19525,20431,Quae doloribus dicta natus assumenda dicta minima.1
29525,20432,Quae doloribus dicta natus assumenda dicta minima.2
39525,20433,Quae doloribus dicta natus assumenda dicta minima.3
49525,20434,Quae doloribus dicta natus assumenda dicta minima.4
9526,18630,Voluptatem quas dolorum et minus qui dolorem dolorem.
19526,186301,Voluptatem quas dolorum et minus qui dolorem dolorem.1
29526,186302,Voluptatem quas dolorum et minus qui dolorem dolorem.2
39526,186303,Voluptatem quas dolorum et minus qui dolorem dolorem.3
49526,186304,Voluptatem quas dolorum et minus qui dolorem dolorem.4
9527,16592,Rem culpa veritatis et voluptate.
19527,165921,Rem culpa veritatis et voluptate.1
29527,165922,Rem culpa veritatis et voluptate.2
39527,165923,Rem culpa veritatis et voluptate.3
49527,165924,Rem culpa veritatis et voluptate.4
9528,17751,Voluptatem cum voluptatem incidunt expedita.
19528,177511,Voluptatem cum voluptatem incidunt expedita.1
29528,177512,Voluptatem cum voluptatem incidunt expedita.2
39528,177513,Voluptatem cum voluptatem incidunt expedita.3
49528,177514,Voluptatem cum voluptatem incidunt expedita.4
9529,2435,Consectetur doloribus accusamus rerum aut quo voluptatibus dolorem nulla.
19529,24351,Consectetur doloribus accusamus rerum aut quo voluptatibus dolorem nulla.1
29529,24352,Consectetur doloribus accusamus rerum aut quo voluptatibus dolorem nulla.2
39529,24353,Consectetur doloribus accusamus rerum aut quo voluptatibus dolorem nulla.3
49529,24354,Consectetur doloribus accusamus rerum aut quo voluptatibus dolorem nulla.4
9530,10734,Et nostrum nihil porro quaerat rerum ipsam.
19530,107341,Et nostrum nihil porro quaerat rerum ipsam.1
29530,107342,Et nostrum nihil porro quaerat rerum ipsam.2
39530,107343,Et nostrum nihil porro quaerat rerum ipsam.3
49530,107344,Et nostrum nihil porro quaerat rerum ipsam.4
9531,216,Vel occaecati magnam omnis aut aut expedita facilis alias.
19531,2161,Vel occaecati magnam omnis aut aut expedita facilis alias.1
29531,2162,Vel occaecati magnam omnis aut aut expedita facilis alias.2
39531,2163,Vel occaecati magnam omnis aut aut expedita facilis alias.3
49531,2164,Vel occaecati magnam omnis aut aut expedita facilis alias.4
9532,11546,Enim inventore commodi rem natus illo enim dolore ipsa.
19532,115461,Enim inventore commodi rem natus illo enim dolore ipsa.1
29532,115462,Enim inventore commodi rem natus illo enim dolore ipsa.2
39532,115463,Enim inventore commodi rem natus illo enim dolore ipsa.3
49532,115464,Enim inventore commodi rem natus illo enim dolore ipsa.4
9533,24587,Officia blanditiis sed laudantium maxime cumque id enim.
19533,245871,Officia blanditiis sed laudantium maxime cumque id enim.1
29533,245872,Officia blanditiis sed laudantium maxime cumque id enim.2
39533,245873,Officia blanditiis sed laudantium maxime cumque id enim.3
49533,245874,Officia blanditiis sed laudantium maxime cumque id enim.4
9534,6789,In et non tempore delectus deleniti sunt.
19534,67891,In et non tempore delectus deleniti sunt.1
29534,67892,In et non tempore delectus deleniti sunt.2
39534,67893,In et non tempore delectus deleniti sunt.3
49534,67894,In et non tempore delectus deleniti sunt.4
9535,26441,Aut aut officiis excepturi alias facilis incidunt.
19535,264411,Aut aut officiis excepturi alias facilis incidunt.1
29535,264412,Aut aut officiis excepturi alias facilis incidunt.2
39535,264413,Aut aut officiis excepturi alias facilis incidunt.3
49535,264414,Aut aut officiis excepturi alias facilis incidunt.4
9536,24046,Dicta id eaque alias provident fugiat labore corrupti.
19536,240461,Dicta id eaque alias provident fugiat labore corrupti.1
29536,240462,Dicta id eaque alias provident fugiat labore corrupti.2
39536,240463,Dicta id eaque alias provident fugiat labore corrupti.3
49536,240464,Dicta id eaque alias provident fugiat labore corrupti.4
9537,1258,Nobis vitae repellendus aut mollitia quia.
19537,12581,Nobis vitae repellendus aut mollitia quia.1
29537,12582,Nobis vitae repellendus aut mollitia quia.2
39537,12583,Nobis vitae repellendus aut mollitia quia.3
49537,12584,Nobis vitae repellendus aut mollitia quia.4
9538,15696,Qui quia voluptatem nulla explicabo consequatur.
19538,156961,Qui quia voluptatem nulla explicabo consequatur.1
29538,156962,Qui quia voluptatem nulla explicabo consequatur.2
39538,156963,Qui quia voluptatem nulla explicabo consequatur.3
49538,156964,Qui quia voluptatem nulla explicabo consequatur.4
9539,22728,Suscipit quibusdam ab voluptas qui quisquam dolore ad eius.
19539,227281,Suscipit quibusdam ab voluptas qui quisquam dolore ad eius.1
29539,227282,Suscipit quibusdam ab voluptas qui quisquam dolore ad eius.2
39539,227283,Suscipit quibusdam ab voluptas qui quisquam dolore ad eius.3
49539,227284,Suscipit quibusdam ab voluptas qui quisquam dolore ad eius.4
9540,14029,Sunt qui voluptatem quasi officia.
19540,140291,Sunt qui voluptatem quasi officia.1
29540,140292,Sunt qui voluptatem quasi officia.2
39540,140293,Sunt qui voluptatem quasi officia.3
49540,140294,Sunt qui voluptatem quasi officia.4
9541,7986,Nemo et veniam doloribus doloribus culpa ducimus.
19541,79861,Nemo et veniam doloribus doloribus culpa ducimus.1
29541,79862,Nemo et veniam doloribus doloribus culpa ducimus.2
39541,79863,Nemo et veniam doloribus doloribus culpa ducimus.3
49541,79864,Nemo et veniam doloribus doloribus culpa ducimus.4
9542,1911,Consequatur sequi natus explicabo omnis quos aut omnis ab.
19542,19111,Consequatur sequi natus explicabo omnis quos aut omnis ab.1
29542,19112,Consequatur sequi natus explicabo omnis quos aut omnis ab.2
39542,19113,Consequatur sequi natus explicabo omnis quos aut omnis ab.3
49542,19114,Consequatur sequi natus explicabo omnis quos aut omnis ab.4
9543,15734,Incidunt minima quas fugiat deserunt.
19543,157341,Incidunt minima quas fugiat deserunt.1
29543,157342,Incidunt minima quas fugiat deserunt.2
39543,157343,Incidunt minima quas fugiat deserunt.3
49543,157344,Incidunt minima quas fugiat deserunt.4
9544,29088,Quia et voluptas nam laboriosam consequuntur.
19544,290881,Quia et voluptas nam laboriosam consequuntur.1
29544,290882,Quia et voluptas nam laboriosam consequuntur.2
39544,290883,Quia et voluptas nam laboriosam consequuntur.3
49544,290884,Quia et voluptas nam laboriosam consequuntur.4
9545,27100,Omnis aliquid cumque aliquam culpa et.
19545,271001,Omnis aliquid cumque aliquam culpa et.1
29545,271002,Omnis aliquid cumque aliquam culpa et.2
39545,271003,Omnis aliquid cumque aliquam culpa et.3
49545,271004,Omnis aliquid cumque aliquam culpa et.4
9546,25165,Pariatur in est voluptatem accusantium autem voluptatem ut distinctio.
19546,251651,Pariatur in est voluptatem accusantium autem voluptatem ut distinctio.1
29546,251652,Pariatur in est voluptatem accusantium autem voluptatem ut distinctio.2
39546,251653,Pariatur in est voluptatem accusantium autem voluptatem ut distinctio.3
49546,251654,Pariatur in est voluptatem accusantium autem voluptatem ut distinctio.4
9547,10173,Animi sit quae molestiae modi quam sed qui.
19547,101731,Animi sit quae molestiae modi quam sed qui.1
29547,101732,Animi sit quae molestiae modi quam sed qui.2
39547,101733,Animi sit quae molestiae modi quam sed qui.3
49547,101734,Animi sit quae molestiae modi quam sed qui.4
9548,23467,Expedita illo nesciunt et cum dolorem modi commodi.
19548,234671,Expedita illo nesciunt et cum dolorem modi commodi.1
29548,234672,Expedita illo nesciunt et cum dolorem modi commodi.2
39548,234673,Expedita illo nesciunt et cum dolorem modi commodi.3
49548,234674,Expedita illo nesciunt et cum dolorem modi commodi.4
9549,19890,Quis ipsa nemo sunt blanditiis accusamus quas dolor.
19549,198901,Quis ipsa nemo sunt blanditiis accusamus quas dolor.1
29549,198902,Quis ipsa nemo sunt blanditiis accusamus quas dolor.2
39549,198903,Quis ipsa nemo sunt blanditiis accusamus quas dolor.3
49549,198904,Quis ipsa nemo sunt blanditiis accusamus quas dolor.4
9550,29371,Suscipit natus placeat illum corporis.
19550,293711,Suscipit natus placeat illum corporis.1
29550,293712,Suscipit natus placeat illum corporis.2
39550,293713,Suscipit natus placeat illum corporis.3
49550,293714,Suscipit natus placeat illum corporis.4
9551,21271,Et accusantium aut ut deleniti occaecati ea.
19551,212711,Et accusantium aut ut deleniti occaecati ea.1
29551,212712,Et accusantium aut ut deleniti occaecati ea.2
39551,212713,Et accusantium aut ut deleniti occaecati ea.3
49551,212714,Et accusantium aut ut deleniti occaecati ea.4
9552,14901,Qui aut reprehenderit eum modi magni incidunt.
19552,149011,Qui aut reprehenderit eum modi magni incidunt.1
29552,149012,Qui aut reprehenderit eum modi magni incidunt.2
39552,149013,Qui aut reprehenderit eum modi magni incidunt.3
49552,149014,Qui aut reprehenderit eum modi magni incidunt.4
9553,3461,Error adipisci cum distinctio aspernatur ipsum doloribus accusamus corrupti.
19553,34611,Error adipisci cum distinctio aspernatur ipsum doloribus accusamus corrupti.1
