"Campus","Year","TotalEnrollment_AY","FTE_AY",
"9363","1989","155","287",
"9364","2013","5","798",
"9365","1979","0","162",
"9366","1992","0","486",
"9367","1981","1","823",
"9368","2024","0","952",
"9369","2021","4442","590",
"9370","2000","15566","210",
"9371","2013","27594315","630",
"9372","1987","22798","142",
"9373","2013","455368803","172",
"9374","1971","3841675","324",
"9375","1983","1","500",
"9376","1997","24873","486",
"9377","2003","5293","728",
"9378","2015","29316","762",
"9379","1985","0","542",
"9380","1986","4534736","594",
"9381","2023","828787","828",
"9382","1996","92574","759",
"9383","2017","373005","185",
"9384","1971","34337078","925",
"9385","2023","743","234",
"9386","1986","271940","49",
"9387","1977","421508954","162",
"9388","2023","266","431",
"9389","2001","0","288",
"9390","1975","4","171",
"9391","2014","380","514",
"9392","1999","0","463",
"9393","1996","57861","241",
"9394","1993","6","948",
"9395","1974","18486","299",
"9396","1997","0","790",
"9397","1992","3345","958",
"9398","2009","168413581","909",
"9399","1986","85","16",
"9400","1978","151472","545",
"9401","1978","119427","738",
"9402","2014","3583945","985",
"9403","1977","3678","415",
"9404","1977","488322918","425",
"9405","2014","51814985","644",
"9406","2009","51400","49",
"9407","1992","66192416","166",
"9408","2016","147292340","990",
"9409","1972","1843","314",
"9410","2004","30565402","244",
"9411","2002","721","910",
"9412","1995","4648","86",
"9413","1987","54","129",
"9414","1979","0","800",
"9415","1973","6266","442",
"9416","2014","393970","928",
"9417","2013","475200","787",
"9418","1975","2642","803",
"9419","1988","4194","361",
"9420","2001","4","403",
"9421","2001","6","415",
"9422","1990","0","866",
"9423","2003","0","165",
"9424","2010","29338883","281",
"9425","2025","219733","465",
"9426","1997","321716225","560",
"9427","1991","24","78",
"9428","1992","627","213",
"9429","2025","78","683",
"9430","1978","0","909",
"9431","1981","696230","511",
"9432","1998","0","837",
"9433","1991","12758","585",
"9434","2008","41534","129",
"9435","1993","2","756",
"9436","2000","78","289",
"9437","1977","330314927","177",
"9438","2016","22319","75",
"9439","2009","78","442",
"9440","2000","39088","823",
"9441","2015","27729","562",
"9442","1989","6","223",
"9443","1972","15","609",
"9444","1984","2","773",
"9445","2021","23052","368",
"9446","2004","28818","7",
"9447","1993","4","649",
"9448","2013","19229178","458",
"9449","2025","4","652",
"9450","1984","47895","3",
"9451","2002","260","362",
"9452","2006","503631","531",
"9453","2023","23364","664",
"9454","1973","223","641",
"9455","2004","429161","218",
"9456","1982","121740204","43",
"9457","1989","7384252","47",
"9458","2024","6645","932",
"9459","2018","29","961",
"9460","2001","9","634",
"9461","2012","0","152",
"9462","1997","190","862",
"9463","1986","23","758",
"9464","1983","821491","520",
"9465","2021","57104","570",
"9466","1996","5","486",
"9467","1983","40980699","921",
"9468","1971","348835","542",
"9469","1981","2393469","26",
"9470","1997","60","700",
"9471","2024","3520554","752",
"9472","1993","223519285","341",
"9473","2007","409","662",
"9474","2017","0","255",
"9475","1997","6","591",
"9476","1975","23465130","465",
"9477","1972","20824162","797",
"9478","2007","2113","848",
"9479","2022","25443","337",
"9480","2001","25421","42",
"9481","1977","5644","359",
"9482","2009","0","548",
"9483","2013","16","162",
"9484","1998","569474","604",
"9485","2004","1","436",
"9486","1975","47025745","700",
"9487","1994","4661","69",
"9488","2007","0","946",
"9489","1979","15","424",
"9490","1972","459529","847",
"9491","2003","74785558","933",
"9492","2016","422405","838",
"9493","1986","246164180","760",
"9494","1994","2807","341",
"9495","2007","4","843",
"9496","1970","130616215","256",
"9497","2019","410295","137",
"9498","2007","180784753","252",
"9499","2015","487","189",
"9500","1999","521902","402",
"9501","2023","5360","861",
"9502","2003","0","647",
"9503","2001","6908","173",
"9504","1979","0","159",
"9505","2023","2","133",
"9506","1974","2","858",
"9507","2011","0","194",
"9508","2015","37131","640",
"9509","2009","635","939",
"9510","2020","8239","678",
"9511","1980","77245907","448",
"9512","2015","128","557",
"9513","2003","0","868",
"9514","2025","111947","224",
"9515","1988","616006","272",
"9516","1996","5","529",
"9517","2009","129","876",
"9518","1985","71","691",
"9519","2004","42688473","828",
"9520","1983","17183234","893",
"9521","1973","438895","139",
"9522","2024","828260262","77",
"9523","2002","9","860",
"9524","1982","60353873","422",
"9525","2025","2215","693",
"9526","1980","5210228","292",
"9527","1999","78750","85",
"9528","2008","0","995",
"9529","1996","72614693","637",
"9530","1986","0","716",
"9531","1993","1","720",
"9532","2009","7382308","547",
"9533","2007","120959","655",
"9534","2025","0","495",
"9535","2011","140245","937",
"9536","2012","0","222",
"9537","1974","169","764",
"9538","1983","0","903",
"9539","1987","5120987","526",
"9540","2005","0","788",
"9541","2022","642","813",
"9542","1972","26380","940",
"9543","1993","252","492",
"9544","2009","17","672",
"9545","2016","0","217",
"9546","1976","203","845",
"9547","1995","28652020","523",
"9548","1990","0","620",
"9549","2010","677754092","220",
"9550","1970","1","705",
"9551","2010","1635933","545",
"9552","1971","13","736",
"9553","1982","681030652","668",
"9554","2018","101369","352",
"9555","1971","115","564",
"9556","1977","857206","748",
"9557","2014","865541","384",
"9558","2005","635","420",
"9559","2000","345756447","26",
"9560","2022","78259313","713",
"9561","1996","23","143",
"9562","2003","0","281",
"9563","1977","486995696","100",
"9564","1981","531","621",
"9565","1983","0","207",
"9566","2004","79586","537",
"9567","1973","130340","15",
"9568","2006","107","866",
"9569","2014","79568835","550",
"9570","2025","0","563",
"9571","1970","3331961","954",
"9572","2008","136","672",
"9573","2020","0","547",
"9574","1972","2","846",
"9575","2013","411366574","985",
"9576","1986","880382761","888",
"9577","2025","6","873",
"9578","2002","7","604",
"9579","1978","11","188",
"9580","2020","25517878","828",
"9581","2007","48047","507",
"9582","1973","3","443",
"9583","1971","15","432",
"9584","1974","143178","877",
"9585","1975","400925815","86",
"9586","1983","8179140","237",
"9587","1982","62876471","598",
"9588","1984","60","446",
"9589","2021","0","464",
"9590","1978","7876","850",
"9591","2014","803","943",
"9592","2024","59","290",
"9593","2010","5591207","151",
"9594","2007","9568","207",
"9595","2024","25","488",
"9596","2009","27","414",
"9597","2015","54154","513",
"9598","1988","2","157",
"9599","2019","9994326","277",
"9600","1993","23013","433",
"9601","1991","2248554","903",
"9602","1985","61338989","794",
"9603","1976","24843","611",
"9604","2001","6516","326",
"9605","1974","200469851","176",
"9606","2009","14925","664",
"9607","1981","76260","856",
"9608","1974","38","133",
"9609","1992","97","413",
"9610","1974","10427976","838",
"9611","1983","341828940","925",
"9612","1970","8967666","514",
"9613","2016","2","511",
"9614","1997","19074","341",
"9615","1990","0","409",
"9616","1980","56","314",
"9617","1988","0","226",
"9618","1978","2128078","698",
"9619","2022","2","246",
"9620","1999","1889630","145",
"9621","1972","8405","889",
"9622","1972","0","937",
"9623","2012","2200846","813",
"9624","1971","4019","908",
"9625","1996","0","987",
"9626","1976","871","246",
"9627","2004","452","78",
"9628","2003","4","620",
"9629","1973","146923","875",
"9630","2000","574","402",
"9631","1986","90","173",
"9632","2012","215458","383",
"9633","2009","24247443","323",
"9634","2012","31548791","129",
"9635","2004","249","652",
"9636","1985","0","662",
"9637","1989","486512964","382",
"9638","1993","14","170",
"9639","2020","3729256","20",
"9640","2013","225","517",
"9641","1973","3","46",
"9642","2006","2","485",
"9643","1971","2","954",
"9644","2006","0","918",
"9645","1992","0","22",
"9646","2005","28999","968",
"9647","2001","342","49",
"9648","2000","64","26",
"9649","1992","8","625",
"9650","2006","459473","278",
"9651","2020","0","448",
"9652","1974","37","961",
"9653","1976","56","51",
"9654","2021","2","165",
"9655","2018","237529","83",
"9656","2020","326736","888",
"9657","1975","4758123","559",
"9658","2024","2308769","466",
"9659","2015","10445972","393",
"9660","2024","6","277",
"9661","2003","41739","522",
"9662","2016","0","192",
"9663","2015","1512","329",
"9664","1981","1","390",
"9665","2002","31071839","398",
"9666","1979","22301871","12",
"9667","2002","15059","381",
"9668","1990","2","530",
"9669","2021","24545525","650",
"9670","1970","0","247",
"9671","1980","0","854",
"9672","1995","174","632",
"9673","1988","270","84",
"9674","1973","56","616",
"9675","1976","3631","274",
"9676","1991","55938064","356",
"9677","2001","2","100",
"9678","2001","1381","940",
"9679","1988","2002666","85",
"9680","2006","67","857",
"9681","2020","329404","917",
"9682","1998","108","692",
"9683","1970","0","631",
"9684","1981","16","821",
"9685","2023","565167","834",
"9686","2022","54266122","177",
"9687","1983","17376551","334",
"9688","1976","340","680",
"9689","1998","10451111","294",
"9690","1993","374743","955",
"9691","1970","179185815","124",
"9692","1985","0","374",
"9693","1996","35706","660",
"9694","2014","1454","238",
"9695","2018","367","122",
"9696","1990","72","999",
"9697","2000","24660","615",
"9698","2019","123","107",
"9699","2024","13089477","174",
"9700","1988","213068352","961",
"9701","2022","6","27",
"9702","1992","6521","733",
"9703","1995","45185092","933",
"9704","1982","12798378","929",
"9705","2002","0","958",
"9706","1976","2040","857",
"9707","2015","5","563",
"9708","2013","46","920",
"9709","2007","312799","789",
"9710","2019","480","657",
"9711","1975","46","445",
"9712","2001","518","399",
"9713","1973","40","518",
"9714","1994","6817400","291",
"9715","2010","2","878",
"9716","1997","0","22",
"9717","2010","7813","353",
"9718","1996","26580509","454",
"9719","2010","38965","441",
"9720","2023","5159","610",
"9721","2023","168","737",
"9722","2006","54104","681",
"9723","2002","52","770",
"9724","1993","1913","30",
"9725","2008","44594","958",
"9726","2018","2309","349",
"9727","2015","1571","61",
"9728","2016","284","90",
"9729","1988","6","828",
"9730","2014","2797","503",
"9731","2025","28524","2",
"9732","2004","16686324","602",
"9733","1996","173885987","359",
"9734","1972","2","756",
"9735","2009","15","369",
"9736","2000","0","335",
"9737","2010","1574","963",
"9738","2003","2967489","664",
"9739","2015","18927","353",
"9740","2000","0","62",
"9741","2006","6567","329",
"9742","1999","37254","848",
"9743","2025","992","942",
"9744","2009","3","544",
"9745","2023","1160","116",
"9746","1986","23555744","347",
"9747","1978","438071209","731",
"9748","2017","52358691","485",
"9749","1996","9","29",
"9750","2008","54","445",
"9751","2023","0","424",
"9752","1973","576505","31",
"9753","1974","0","181",
"9754","2011","8816204","849",
"9755","1979","317","59",
"9756","1998","0","99",
"9757","1971","70","24",
"9758","2016","12721","236",
"9759","1993","2840","217",
"9760","2010","81475","106",
"9761","2009","9236","113",
"9762","1986","0","424",
"9763","1994","3707","300",
"9764","2010","875","673",
"9765","2002","6437","957",
"9766","1987","3706","522",
"9767","1983","2340758","143",
"9768","1993","0","540",
"9769","2010","2914","464",
"9770","2017","3","137",
"9771","2011","10700239","956",
"9772","1983","197009943","150",
"9773","2020","2","403",
"9774","2024","42400751","765",
"9775","2005","20857498","220",
"9776","2003","26026126","493",
"9777","1996","1","578",
"9778","2019","16509","32",
"9779","1997","27","142",
"9780","1995","53491","640",
"9781","1992","24640587","397",
"9782","1990","0","418",
"9783","1971","123014","677",
"9784","2021","120146680","837",
"9785","1988","53","487",
"9786","1986","6","44",
"9787","1991","475646","739",
"9788","2003","0","179",
"9789","1998","0","921",
"9790","1988","7656","513",
"9791","1998","633902858","969",
"9792","1999","379277","575",
"9793","2023","90796","67",
"9794","2006","248432","32",
"9795","1975","172","388",
"9796","1995","4188311","811",
"9797","2007","35831","34",
"9798","2004","4","934",
"9799","1999","1393","171",
"9800","1977","4000","819",
"9801","1970","129773","618",
"9802","1993","2640976","643",
"9803","1977","255241","60",
"9804","2022","2","317",
"9805","1972","1516","344",
"9806","2000","363","301",
"9807","1994","277","788",
"9808","1997","61904949","716",
"9809","1972","5","691",
"9810","1995","1456","953",
"9811","1977","503606295","739",
"9812","2012","28193557","573",
"9813","1971","3519030","764",
"9814","1984","399","560",
"9815","2016","0","442",
"9816","2018","514996","555",
"9817","1994","0","935",
"9818","1978","46262","937",
"9819","1977","20240","13",
"9820","1986","87","340",
"9821","2007","29053","215",
"9822","1973","4820","585",
"9823","1972","43991","521",
"9824","1972","578","397",
"9825","1982","29","35",
"9826","2013","0","820",
"9827","1981","3","424",
"9828","2025","16553783","714",
"9829","2009","1299278","818",
"9830","1986","6","65",
"9831","1997","529382","564",
"9832","2025","362018458","616",
"9833","2012","3031","710",
"9834","2025","2","84",
"9835","2017","19","270",
"9836","2008","176","65",
"9837","2005","217941","839",
"9838","2012","2","866",
"9839","2013","12","252",
"9840","1997","6","438",
"9841","1976","341210","297",
"9842","2025","3474","920",
"9843","2010","0","681",
"9844","2024","6373","267",
"9845","1986","0","274",
"9846","2012","30793663","631",
"9847","2018","8679132","534",
"9848","2010","8","323",
"9849","1970","0","222",
"9850","2014","0","809",
"9851","2023","0","38",
"9852","1977","351834","875",
"9853","1984","1025","15",
"9854","1998","573","709",
"9855","1981","588","385",
"9856","2002","2","895",
"9857","2010","4158207","121",
"9858","1971","464940","863",
"9859","2015","2","727",
"9860","1987","132","751",
"9861","1990","506046","573",
"9862","1974","5","772",
"9863","2016","2396","133",
"9864","1976","0","260",
"9865","1991","135784","448",
"9866","1972","22773","663",
"9867","1995","1998","448",
"9868","1972","5970249","700",
"9869","2002","23330126","425",
"9870","2006","5109913","764",
"9871","1977","16271107","321",
"9872","2005","33","419",
